SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentNoScore,PercentParticipation
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),07,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,07,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,07,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,07,SBAC,ELA,0.3198090692124,0.2291169451073,0.2601431980906,0.1527446300715,0.0381861575178,0.9618138424821
2020-21,Walla Walla Public Schools,ELL,English Language Learners,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,07,SBAC,ELA,0.268817204301,0.2365591397849,0.2876344086021,0.1720430107526,0.0349462365591,0.9650537634408
2020-21,Walla Walla Public Schools,Foster,Foster Care,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,07,SBAC,ELA,0.1363636363636,0.2272727272727,0.3693181818181,0.2443181818181,0.0227272727272,0.9772727272727
2020-21,Walla Walla Public Schools,FRL,Low-Income,07,SBAC,ELA,0.4526748971193,0.2304526748971,0.1810699588477,0.0864197530864,0.0493827160493,0.9506172839506
2020-21,Walla Walla Public Schools,Gender,Male,07,SBAC,ELA,0.3480392156862,0.2254901960784,0.2205882352941,0.1666666666666,0.0392156862745,0.9607843137254
2020-21,Walla Walla Public Schools,homeless,Homeless,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,07,SBAC,ELA,0.3171912832929,0.227602905569,0.2639225181598,0.1549636803874,0.0363196125907,0.9636803874092
2020-21,Walla Walla Public Schools,Migrant,Migrant,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,07,SBAC,ELA,0.3180722891566,0.2289156626506,0.2626506024096,0.1542168674698,0.0361445783132,0.9638554216867
2020-21,Walla Walla Public Schools,Military,Military Parent,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,07,SBAC,ELA,0.3187347931873,0.2311435523114,0.257907542579,0.1532846715328,0.0389294403892,0.9610705596107
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Asian,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,07,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,07,SBAC,ELA,0.3157894736842,0.1578947368421,0.2105263157894,0.2631578947368,0.0526315789473,0.9473684210526
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),07,SBAC,ELA,0.4666666666666,0.2555555555555,0.1888888888888,0.05,0.0388888888888,0.9611111111111
2020-21,Walla Walla Public Schools,Race,White,07,SBAC,ELA,0.1961722488038,0.2200956937799,0.3253588516746,0.2248803827751,0.0334928229665,0.9665071770334
2020-21,Walla Walla Public Schools,s504,Section 504,07,SBAC,ELA,0.1904761904761,0.2857142857142,0.3809523809523,0.095238095238,0.047619047619,0.9523809523809
2020-21,Walla Walla Public Schools,s504,Non Section 504,07,SBAC,ELA,0.3266331658291,0.2261306532663,0.2537688442211,0.1557788944723,0.037688442211,0.9623115577889
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,07,SBAC,ELA,0.2448979591836,0.2448979591836,0.3032069970845,0.1778425655976,0.0291545189504,0.9708454810495
2020-21,Walla Walla Public Schools,All,All Students,07,SBAC,Math,0.5178997613365,0.2195704057279,0.1193317422434,0.1050119331742,0.0381861575178,0.9618138424821
2020-21,Walla Walla Public Schools,ELL,English Language Learners,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Foster Care,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,07,SBAC,Math,0.5179856115107,0.2182254196642,0.1199040767386,0.1055155875299,0.0383693045563,0.9616306954436
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,07,SBAC,Math,0.3125,0.2840909090909,0.1988636363636,0.1761363636363,0.028409090909,0.9715909090909
2020-21,Walla Walla Public Schools,FRL,Low-Income,07,SBAC,Math,0.6666666666666,0.1728395061728,0.0617283950617,0.0534979423868,0.0452674897119,0.954732510288
2020-21,Walla Walla Public Schools,Gender,Female,07,SBAC,Math,0.5395348837209,0.2511627906976,0.106976744186,0.0697674418604,0.0325581395348,0.9674418604651
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,07,SBAC,Math,0.5133171912832,0.2227602905569,0.1210653753026,0.1065375302663,0.0363196125907,0.9636803874092
2020-21,Walla Walla Public Schools,Migrant,Migrant,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,07,SBAC,Math,0.5156626506024,0.2216867469879,0.1204819277108,0.1060240963855,0.0361445783132,0.9638554216867
2020-21,Walla Walla Public Schools,Military,Military Parent,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,07,SBAC,Math,0.5182481751824,0.2189781021897,0.1192214111922,0.1046228710462,0.0389294403892,0.9610705596107
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Asian,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,07,SBAC,Math,0.3157894736842,0.2631578947368,0.2105263157894,0.1578947368421,0.0526315789473,0.9473684210526
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),07,SBAC,Math,0.7277777777777,0.1666666666666,0.05,0.0166666666666,0.0388888888888,0.9611111111111
2020-21,Walla Walla Public Schools,Race,White,07,SBAC,Math,0.3636363636363,0.2631578947368,0.1674641148325,0.1722488038277,0.0334928229665,0.9665071770334
2020-21,Walla Walla Public Schools,s504,Section 504,07,SBAC,Math,0.6190476190476,0.1428571428571,0.0,0.1428571428571,0.095238095238,0.9047619047619
2020-21,Walla Walla Public Schools,s504,Non Section 504,07,SBAC,Math,0.5125628140703,0.2236180904522,0.1256281407035,0.1030150753768,0.0351758793969,0.964824120603
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,07,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,07,SBAC,Math,0.4577259475218,0.2507288629737,0.139941690962,0.1253644314868,0.0262390670553,0.9737609329446
2020-21,Walla Walla Public Schools,All,All Students,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Low-Income,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,White,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,08,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,FRL,Low-Income,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Male,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,White,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,08,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,08,SBAC,ELA,0.2779097387173,0.2042755344418,0.3111638954869,0.1662707838479,0.0403800475059,0.959619952494
2020-21,Walla Walla Public Schools,ELL,English Language Learners,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Foster Care,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,08,SBAC,ELA,0.1336898395721,0.1711229946524,0.3903743315508,0.2780748663101,0.0267379679144,0.9732620320855
2020-21,Walla Walla Public Schools,FRL,Low-Income,08,SBAC,ELA,0.3931623931623,0.2307692307692,0.2478632478632,0.076923076923,0.051282051282,0.9487179487179
2020-21,Walla Walla Public Schools,Gender,Gender X,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Male,08,SBAC,ELA,0.3316831683168,0.2227722772277,0.2871287128712,0.1287128712871,0.029702970297,0.9702970297029
2020-21,Walla Walla Public Schools,Gender,Female,08,SBAC,ELA,0.2314814814814,0.1898148148148,0.3379629629629,0.1898148148148,0.0509259259259,0.949074074074
2020-21,Walla Walla Public Schools,homeless,Homeless,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,08,SBAC,ELA,0.2746987951807,0.2048192771084,0.3108433734939,0.1686746987951,0.0409638554216,0.9590361445783
2020-21,Walla Walla Public Schools,Military,Military Parent,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,English Language Learners,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,08,SBAC,ELA,0.2805755395683,0.2014388489208,0.3117505995203,0.1654676258992,0.0407673860911,0.9592326139088
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Asian,08,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,08,SBAC,ELA,0.1111111111111,0.2222222222222,0.3333333333333,0.1666666666666,0.1666666666666,0.8333333333333
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),08,SBAC,ELA,0.3771428571428,0.2628571428571,0.2571428571428,0.08,0.0228571428571,0.9771428571428
2020-21,Walla Walla Public Schools,Race,White,08,SBAC,ELA,0.2090909090909,0.1636363636363,0.3545454545454,0.2272727272727,0.0454545454545,0.9545454545454
2020-21,Walla Walla Public Schools,s504,Section 504,08,SBAC,ELA,0.3333333333333,0.2916666666666,0.125,0.2083333333333,0.0416666666666,0.9583333333333
2020-21,Walla Walla Public Schools,s504,Non Section 504,08,SBAC,ELA,0.2745591939546,0.1989924433249,0.3224181360201,0.1637279596977,0.0403022670025,0.9596977329974
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,08,SBAC,ELA,0.6964285714285,0.125,0.0714285714285,0.0178571428571,0.0892857142857,0.9107142857142
2020-21,Walla Walla Public Schools,All,All Students,08,SBAC,Math,0.418052256532,0.2684085510688,0.1781472684085,0.0973871733966,0.0380047505938,0.9619952494061
2020-21,Walla Walla Public Schools,ELL,English Language Learners,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,08,SBAC,Math,0.3681462140992,0.2924281984334,0.195822454308,0.107049608355,0.0365535248041,0.9634464751958
2020-21,Walla Walla Public Schools,Foster,Foster Care,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,08,SBAC,Math,0.235294117647,0.2887700534759,0.2459893048128,0.2032085561497,0.0267379679144,0.9732620320855
2020-21,Walla Walla Public Schools,FRL,Low-Income,08,SBAC,Math,0.5641025641025,0.2521367521367,0.1239316239316,0.0128205128205,0.0470085470085,0.9529914529914
2020-21,Walla Walla Public Schools,Gender,Gender X,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,08,SBAC,Math,0.412037037037,0.25,0.2083333333333,0.0833333333333,0.0462962962962,0.9537037037037
2020-21,Walla Walla Public Schools,homeless,Homeless,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Migrant,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,08,SBAC,Math,0.412048192771,0.2698795180722,0.1807228915662,0.0987951807228,0.0385542168674,0.9614457831325
2020-21,Walla Walla Public Schools,Military,Military Parent,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,08,SBAC,Math,0.4196642685851,0.2661870503597,0.1774580335731,0.0983213429256,0.0383693045563,0.9616306954436
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Asian,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,08,SBAC,Math,0.2777777777777,0.2777777777777,0.1666666666666,0.1666666666666,0.1111111111111,0.8888888888888
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),08,SBAC,Math,0.6,0.2342857142857,0.12,0.0228571428571,0.0228571428571,0.9771428571428
2020-21,Walla Walla Public Schools,Race,White,08,SBAC,Math,0.2954545454545,0.2863636363636,0.2227272727272,0.15,0.0454545454545,0.9545454545454
2020-21,Walla Walla Public Schools,s504,Section 504,08,SBAC,Math,0.2083333333333,0.5,0.0833333333333,0.125,0.0833333333333,0.9166666666666
2020-21,Walla Walla Public Schools,s504,Non Section 504,08,SBAC,Math,0.4307304785894,0.2544080604534,0.1838790931989,0.0957178841309,0.0352644836272,0.9647355163727
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,08,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,08,SBAC,Math,0.372602739726,0.2876712328767,0.2054794520547,0.1068493150684,0.0273972602739,0.972602739726
2020-21,Walla Walla Public Schools,All,All Students,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,English Language Learners,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Low-Income,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Male,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,White,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,09,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,FRL,Low-Income,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Male,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,White,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,09,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,09,SBAC,ELA,0.1995565410199,0.2572062084257,0.290465631929,0.1596452328159,0.0931263858093,0.9068736141906
2020-21,Walla Walla Public Schools,ELL,English Language Learners,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,09,SBAC,ELA,0.1439024390243,0.2634146341463,0.3170731707317,0.1756097560975,0.1,0.9
2020-21,Walla Walla Public Schools,Foster,Foster Care,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,09,SBAC,ELA,0.0926829268292,0.2341463414634,0.3317073170731,0.2487804878048,0.0926829268292,0.9073170731707
2020-21,Walla Walla Public Schools,FRL,Low-Income,09,SBAC,ELA,0.2886178861788,0.2764227642276,0.2560975609756,0.0853658536585,0.0934959349593,0.9065040650406
2020-21,Walla Walla Public Schools,Gender,Gender X,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,09,SBAC,ELA,0.1666666666666,0.2307692307692,0.3076923076923,0.1965811965811,0.0982905982905,0.9017094017094
2020-21,Walla Walla Public Schools,homeless,Homeless,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,09,SBAC,ELA,0.1936936936936,0.2567567567567,0.295045045045,0.1621621621621,0.0923423423423,0.9076576576576
2020-21,Walla Walla Public Schools,Military,Military Parent,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,09,SBAC,ELA,0.1986455981941,0.2573363431151,0.2889390519187,0.1602708803611,0.0948081264108,0.9051918735891
2020-21,Walla Walla Public Schools,Race,Native Hawaiian/ Other Pacific Islander,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,09,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),09,SBAC,ELA,0.3005464480874,0.311475409836,0.2786885245901,0.0601092896174,0.0491803278688,0.9508196721311
2020-21,Walla Walla Public Schools,Race,White,09,SBAC,ELA,0.1295546558704,0.2226720647773,0.3036437246963,0.2186234817813,0.1255060728744,0.8744939271255
2020-21,Walla Walla Public Schools,s504,Section 504,09,SBAC,ELA,0.2142857142857,0.3571428571428,0.3214285714285,0.0357142857142,0.0714285714285,0.9285714285714
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,09,SBAC,ELA,0.5223880597014,0.2089552238805,0.0895522388059,0.0149253731343,0.1641791044776,0.8358208955223
2020-21,Walla Walla Public Schools,All,All Students,09,SBAC,Math,0.4257206208425,0.2815964523281,0.110864745011,0.0975609756097,0.0842572062084,0.9157427937915
2020-21,Walla Walla Public Schools,ELL,English Language Learners,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,09,SBAC,Math,0.3878048780487,0.3,0.1219512195121,0.1073170731707,0.0829268292682,0.9170731707317
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,09,SBAC,Math,0.4228187919463,0.2841163310961,0.1118568232662,0.0984340044742,0.082774049217,0.9172259507829
2020-21,Walla Walla Public Schools,Gender,Male,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,09,SBAC,Math,0.2926829268292,0.3024390243902,0.1512195121951,0.180487804878,0.0731707317073,0.9268292682926
2020-21,Walla Walla Public Schools,FRL,Low-Income,09,SBAC,Math,0.5365853658536,0.2642276422764,0.0772357723577,0.0284552845528,0.0934959349593,0.9065040650406
2020-21,Walla Walla Public Schools,Gender,Male,09,SBAC,Math,0.4279069767441,0.2790697674418,0.1023255813953,0.106976744186,0.0837209302325,0.9162790697674
2020-21,Walla Walla Public Schools,Gender,Female,09,SBAC,Math,0.4230769230769,0.2820512820512,0.1196581196581,0.0897435897435,0.08547008547,0.9145299145299
2020-21,Walla Walla Public Schools,homeless,Homeless,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,09,SBAC,Math,0.429213483146,0.2808988764044,0.1123595505617,0.0966292134831,0.0808988764044,0.9191011235955
2020-21,Walla Walla Public Schools,Military,Military Parent,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,09,SBAC,Math,0.4266365688487,0.2799097065462,0.1106094808126,0.0970654627539,0.0857787810383,0.9142212189616
2020-21,Walla Walla Public Schools,Race,Native Hawaiian/ Other Pacific Islander,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),09,SBAC,Math,0.6065573770491,0.2459016393442,0.0710382513661,0.0218579234972,0.0546448087431,0.9453551912568
2020-21,Walla Walla Public Schools,s504,Section 504,09,SBAC,Math,0.2857142857142,0.4642857142857,0.1071428571428,0.0357142857142,0.1071428571428,0.8928571428571
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,09,SBAC,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,09,SBAC,Math,0.3697916666666,0.3177083333333,0.1276041666666,0.1145833333333,0.0703125,0.9296875
2020-21,Walla Walla Public Schools,All,All Students,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,White,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,11,AIM,ELA,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Male,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Migrant,Non Migrant,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,Race,White,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,s504,Non Section 504,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,11,AIM,Math,,,,,,
2020-21,Walla Walla Public Schools,All,All Students,11,SBAC,ELA,0.1712473572938,0.2093023255813,0.2515856236786,0.2790697674418,0.0887949260042,0.9112050739957
2020-21,Walla Walla Public Schools,ELL,English Language Learners,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,ELL,Non-English Language Learners,11,SBAC,ELA,0.1338028169014,0.1995305164319,0.2746478873239,0.3098591549295,0.0821596244131,0.9178403755868
2020-21,Walla Walla Public Schools,Foster,Foster Care,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Foster,Non-Foster Care,11,SBAC,ELA,0.1719745222929,0.2101910828025,0.2505307855626,0.2781316348195,0.0891719745222,0.9108280254777
2020-21,Walla Walla Public Schools,FRL,Low-Income,11,SBAC,ELA,0.2264957264957,0.2820512820512,0.2222222222222,0.1623931623931,0.1068376068376,0.8931623931623
2020-21,Walla Walla Public Schools,FRL,Non-Low Income,11,SBAC,ELA,0.1171548117154,0.1380753138075,0.2803347280334,0.3933054393305,0.0711297071129,0.928870292887
2020-21,Walla Walla Public Schools,Gender,Gender X,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Gender,Female,11,SBAC,ELA,0.1705069124423,0.2027649769585,0.258064516129,0.2811059907834,0.0875576036866,0.9124423963133
2020-21,Walla Walla Public Schools,Gender,Male,11,SBAC,ELA,0.1746031746031,0.2182539682539,0.25,0.265873015873,0.0912698412698,0.9087301587301
2020-21,Walla Walla Public Schools,homeless,Homeless,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,homeless,Non-Homeless,11,SBAC,ELA,0.1705756929637,0.2110874200426,0.2494669509594,0.2814498933901,0.0874200426439,0.912579957356
2020-21,Walla Walla Public Schools,Migrant,Migrant,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Military Parent,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Military,Non Military Parent,11,SBAC,ELA,0.1734475374732,0.2077087794432,0.2505353319057,0.2783725910064,0.0899357601713,0.9100642398286
2020-21,Walla Walla Public Schools,Race,Asian,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,Black/ African American,11,SBAC,ELA,,,,,,
2020-21,Walla Walla Public Schools,Race,TwoorMoreRaces,11,SBAC,ELA,0.3571428571428,0.2857142857142,0.0714285714285,0.2142857142857,0.0714285714285,0.9285714285714
2020-21,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),11,SBAC,ELA,0.2514285714285,0.28,0.2628571428571,0.1371428571428,0.0685714285714,0.9314285714285
2020-21,Walla Walla Public Schools,Race,White,11,SBAC,ELA,0.0973782771535,0.1573033707865,0.250936329588,0.3895131086142,0.1048689138576,0.8951310861423
2020-21,Walla Walla Public Schools,s504,Section 504,11,SBAC,ELA,0.090909090909,0.2424242424242,0.1818181818181,0.4545454545454,0.030303030303,0.9696969696969
2020-21,Walla Walla Public Schools,s504,Non Section 504,11,SBAC,ELA,0.1772727272727,0.2068181818181,0.2568181818181,0.265909090909,0.0931818181818,0.9068181818181
2020-21,Walla Walla Public Schools,SWD,Students with Disabilities,11,SBAC,ELA,0.5454545454545,0.1636363636363,0.0727272727272,0.0181818181818,0.2,0.8
2020-21,Walla Walla Public Schools,SWD,Students without Disabilities,11,SBAC,ELA,0.1220095693779,0.2153110047846,0.2751196172248,0.3133971291866,0.0741626794258,0.9258373205741
2020-21,Walla Walla Public Schools,All,All Students,11,SBAC,Math,0.4599156118143,0.2383966244725,0.1223628691983,0.0886075949367,0.090717299578,0.9092827004219
